account_id,yield,yield_decimal
0xfc848dad0622790b4349d3d0acba19206218615e,2.117298,0.00000241
0xa45cd04a376b8014289db9d91aae741957fc8bf6,898.084086,0.00102288
0x488aa5f754e6c44467c47195e52dfd66713e6c9b,28.802125,0.00003280
0x4e28e714bfc5a292751cb5dcd68c2d66aef3c7b7,72.904215,0.00008304
0x64758ef549b0e7714c2c69ae6097810d3c970d69,396.783967,0.00045192
0xec8fe962db8fefba76416ca6615c53e71a8f1688,2206.867209,0.00251354
0xa9a7bb04c941f980d516b09f8c3a6dfb5c68266b,19.906583,0.00002267
0xc0442a99c8b0e656986f20c9519cdbcbd52e8c5f,27.389429,0.00003120
0xc15512cdc23ed03bc0b72bcd7738753821dc939a,2938.232252,0.00334653
0x3e7b11fb0ad722bcc98fe2b8b2adcd9dbbc67380,100.221584,0.00011415
0xd29fb22bae7c676e1ca98543c912273f0ccee86c,100.291093,0.00011423
0xbf1648b3c7f937797190d8d8596d9fc3161b3cbe,100.151851,0.00011407
0x5d47e5d242a8f66a6286b0a2353868875f5d6068,126.420517,0.00014399
0xf49559a962d46b02b49a70320cbbdf2cc7ba40a7,1611.080865,0.00183496
0x049864e7cca8f854097e5176ce7586f0c88ce095,160.757531,0.00018310
